,F12014,F22014,F32014,F42014,F52014,F62014,F72014,F82014,F92014,F102014,F112014,F122014,F132014,F12017,F22017,F32017,F42017,F52017,F62017,F72017,F82017,F92017,F12020,F22020,F32020,F42020,F12022,F22022,F32022,F42022
40,37442181.18070394,470498421.3006108,8779.658513322252,527.7373378341761,520.3772451619127,609.5506432840617,709.5834926881603,857.1663532570722,948.8972576108605,120.79811458702807,629.4600217248553,1201.1502497966023,1300.321744868573,1348873914.6638792,5963.212448193128,400.8954050898368,2172.7838890946714,500.0000711435425,32059.463076088363,806.0027718426757,802.3504764514619,158.03889077164422,1348873914.6638792,69.97679009131934,35825.83982157413,2213.35665102793,2120.2560972617216,461.60564979426425,600.0109221704263,844.0009590245918
41,65947154.085770406,2009649847.5402236,7691.378796034137,516.801364824329,520.4125119075557,611.3911178479998,707.64883946934,840.1713554649568,937.1318351538247,122.22866518557203,1036.8577086310133,1201.0974614316578,1300.5541695804975,766621092.5051821,9855.202762958881,380.9622739137616,1374.7037059588713,500.00059457480285,51264.735212869,752.0000339260616,802.2762838704742,-81.72620925036608,766621092.5051821,8.396854080309822,40611.85983072448,2401.497038933479,1322.0247648815514,570.7517773447669,600.0014834347908,889.3633216615406
42,13784836.583920058,1517182712.5396864,8435.507527947697,532.4360562669026,520.4738855715863,610.3011237888068,707.7994818515431,854.9039586700313,937.3911709655855,-507.5740753969985,905.562197968241,1200.6768911345437,1300.2432396820416,883715419.5248065,7673.103195374009,383.02475677062085,1752.9262570967587,500.0000092355238,28835.334013196025,752.0000059381757,802.3616447897181,57.77534917347475,883715419.5248065,-133.41114884638864,73075.6574687676,1927.9530586283854,750.1228785065749,721.6739152206865,600.0129190841818,858.0176517287092
43,20821111.533089634,1897910318.0965478,6693.2422388699615,1419.452944636617,520.3307588973585,610.3423090574803,708.0426355957786,816.6425060335589,923.2753362406615,198.3197822450211,905.7535626008175,1200.9306729643215,1300.3676851203109,1254646011.6092114,7591.8672605910915,380.1012175870526,2217.8472791502436,500.00055873790075,83693.8754003935,816.5092733623834,802.2099860730805,-15.03506759973061,1254646011.6092114,837.0972793973733,68245.77389159019,2406.1261893139217,1229.7238837060586,732.8009367979562,600.0170472017123,836.171187364548
44,35166388.93292018,3018157922.0054407,10216.273001500647,569.5255286236905,520.4709827985034,605.7804273686703,704.5161287582204,832.7737263690439,930.975197470322,119.38783424359099,-626.9740436401735,1201.4723212286206,1300.4369535431974,5272451483.586866,4781.2570005545085,426.1416437081061,2732.2687860696556,500.00023148979784,15135.733877003406,760.0130051918973,800.2654892660884,-362.0991384211575,5272451483.586866,-844.8319193162288,37432.03301948116,1997.9568776763842,450.52217860473564,503.52030466391443,600.0062044966004,834.0029181214215
45,5257188.726478811,1357354506.3373878,12332.732806306722,574.2532502667805,520.4797854671407,610.1943640856954,707.2644784114136,844.9208920546848,945.4920873567448,-133.97893935123193,996.4780660157639,1200.9413435194376,1300.9781199897152,849811663.7394446,7010.399071053891,402.6502300665269,1547.0578352736902,500.0005919068506,32394.17822975204,808.5004473333048,802.553344332423,186.22407285264944,849811663.7394446,621.9171289136057,12374.628943393702,1908.1282759511755,761.0099982635388,850.7136806246051,600.0052340116,898.5004505481066
46,4191802.4226365653,290939834.9345629,8716.760296186574,469.181898169103,520.4445652771354,608.3408689451729,712.266700474422,834.4091888354544,931.6024488281031,259.30426504720526,116.82201370060102,1200.5816451690405,1300.4618729100932,4279968775.5251656,11649.559804491653,371.0144741896064,2042.4414694603897,500.00001380532916,24302.130957289548,760.0,802.566448789306,-994.7988712735687,4279968775.5251656,-212.9031545289481,11834.514083542663,1932.6308327449842,1064.1535352797523,487.7807704082708,600.0272480894682,858.1060527074153
47,11573338.976409454,1685802025.3877194,6899.7049754392165,555.6127064813942,520.2422153417342,607.2152577381638,708.9019407338527,844.9754408477902,934.0340178850637,610.5324846777066,832.1801985149468,1200.8864612803807,1300.352140207556,2058036744.0951009,4930.005912498295,424.4858736261314,1882.4448879433924,500.00015677916343,31117.277147751825,752.103228049664,802.5277704119126,-34.70882366712158,2058036744.0951009,710.8621674321639,20900.285156802332,1919.1829267205562,1217.7297452695834,507.5310170663269,600.0169597268473,846.0000035225958
48,1373579.1302381773,2487587809.445461,8144.244582562218,675.0913294373415,520.4173552293034,607.8841837014969,744.4527507462027,843.1163299611345,940.1825674085953,259.72873986339073,413.2464211174356,1200.9738647213367,1300.6132141481062,5595342360.902213,3362.0353616925827,364.8650684667965,935.4458285878848,500.0000149558548,30929.438627002568,772.0013494069681,801.5202435839997,-2.3248764732807103,5595342360.902213,-1365.6730182037827,28216.391342421466,2242.1601101585557,1088.7588143268108,932.9584831771672,600.0144142183048,846.0000037551919
49,12397078.832710514,1126803872.337229,3231.9176280271095,476.480734763317,520.483719453892,607.8185751930021,705.5401880736057,845.2068508348432,939.0667960297245,124.91190500645462,-36.02390170083527,1200.8943712620771,1300.6297831489771,3332514901.0250998,10355.004187400344,406.40441668445624,1724.5330451302827,500.00000969736794,20434.815860691313,761.4324320018692,800.9335679971445,-351.6663878535137,3332514901.0250998,719.8581027591663,11670.04760550243,2169.4578520298883,783.6287492410266,456.51155381667377,600.0271313053776,838.0
