,Unnamed: 0,F12014,F22014,F32014,F42014,F52014,F62014,F72014,F82014,F92014,F102014,F112014,F122014,F132014,F12017,F22017,F32017,F42017,F52017,F62017,F72017,F82017,F92017,F12020,F22020,F32020,F42020,F12022,F22022,F32022,F42022
0,0.0,0.0026574852667752475,10.39592254270152,7.90136216845043e-05,5.064378723232227e-06,0.005599613012838466,6.102800809786241e-06,7.0245739723096105e-06,8.432659970194778e-06,9.500477731023071e-06,0.020995972049800443,-0.0024321439787789315,0.005602704959635126,0.00559917643389189,0.0038858765572792396,4.8442681209074475e-05,3.785557121594316e-06,2.5175773668347498e-05,0.005599997292630839,0.00016756628150188809,8.125000011580386e-06,8.023635338173008e-06,-1.2411789690994191e-06,0.0038858765572792396,-7.266483311682196e-06,0.00017455754850566476,2.4349545264722934e-05,0.005377058224694149,5.005458554327079e-06,6.00015091065415e-06,8.985155282333903e-06
1,1e-08,0.0007425338719722499,8.17444761425587,8.184015613619652e-05,4.80136433398146e-06,0.005600157868768942,6.0773130401256236e-06,7.350454562868753e-06,8.56897046552193e-06,9.405598551212374e-06,-0.03275675862567274,0.009177521977011022,0.005602247209067761,0.005599435639345964,0.002569803185082188,7.48967553511988e-05,4.61539069958808e-06,2.3040365357868362e-05,0.0056000012823744574,0.00021806617584557372,8.040000000000001e-06,8.018462455057784e-06,-2.341393633855514e-06,0.002569803185082188,3.854539843711791e-07,0.0006327629739462022,2.993546865481246e-05,0.008301850232181609,4.6472000800432965e-06,6.000027645430909e-06,8.500001516521741e-06
2,2e-08,0.001955122536373014,9.33956136798597,8.869951362375683e-05,4.718939901001131e-06,0.005601536664954127,6.094099167744738e-06,7.045543748545936e-06,8.5280485857134e-06,9.359911812920674e-06,0.021450075482474996,0.005890571646550467,0.005598868068067566,0.00560005158382536,0.008894961691742852,0.0001071238597776141,3.8279935502991485e-06,1.807945097917997e-05,0.0055999972605781665,9.126868422570171e-05,7.62000819908752e-06,8.025563105690108e-06,3.5746860337142606e-07,0.008894961691742852,3.725497751159037e-06,0.0004985715206478581,2.966341041164559e-05,0.008330562955478408,5.727690155346785e-06,6.000032446902647e-06,8.420022613515724e-06
3,3.0000000000000004e-08,0.006820942061102393,16.349697068414223,8.748374451226834e-05,4.841115318509911e-06,0.005600033336238173,6.0977705404921056e-06,7.1172818735476595e-06,8.572925385819381e-06,9.392262425948552e-06,0.006567557236048813,-0.00359376976986705,0.0056005403666407804,0.005599289114138772,0.002076194375386684,5.6535479164309555e-05,3.7613206173162372e-06,9.803458286440568e-06,0.0056000007994672545,0.0003465547405190017,7.620001563950883e-06,8.011062736963128e-06,-6.939471817973036e-06,0.002076194375386684,1.417896323455222e-05,0.00023970956567685476,2.1279574063457944e-05,0.012885587939062157,4.548024131813898e-06,6.00003655909913e-06,8.429150907289965e-06
4,4e-08,0.007900373260194656,5.465059374412006,8.02547962019153e-05,6.206126029287805e-06,0.005601126430032676,6.092015760080205e-06,7.073379784322271e-06,8.501850486105743e-06,9.420387556438184e-06,0.04435396190185578,-0.005323022546726299,0.005598815686676427,0.005599540140105371,0.00720889926802139,7.371814925381875e-05,3.7124920243474062e-06,1.975444193361683e-05,0.005599997221600552,0.00018732910467221918,7.640007142724812e-06,8.022043283698258e-06,-7.199928595220145e-06,0.00720889926802139,-6.734567922233509e-07,0.00024155949825393978,1.943083269283644e-05,0.00303389657557027,4.793645310347812e-06,6.0001387299830145e-06,8.70005011509416e-06
5,5e-08,0.003362226863366075,14.880070369004741,8.792986595161306e-05,5.821590650406627e-06,0.005599396820920981,6.101857239743803e-06,7.0600725154758156e-06,8.413862289847719e-06,9.472227093146756e-06,0.021808920654403572,0.010629046633654783,0.00559743510072212,0.005599450567633144,0.01129835923893513,4.631859708438387e-05,3.816918756970096e-06,9.781294193522179e-06,0.0056000034223072995,0.00010377044977723636,7.3800187831967095e-06,8.024239676563776e-06,-7.555786600949041e-06,0.01129835923893513,6.358269111034879e-06,0.0002753626493538822,1.970173086510437e-05,0.01279067925083393,4.694780612548349e-06,6.00030680713228e-06,8.380014925607724e-06
6,6.000000000000001e-08,0.004426751987036612,20.373950517029986,5.56022530820038e-05,4.687465452187979e-06,0.005601469124993721,6.096750060485796e-06,7.06544464924422e-06,8.333008121311735e-06,9.473632106901361e-06,0.020075435996268588,0.014438954585474392,0.005599384441390735,0.005598794924924301,0.012146030933544393,7.476467395905641e-05,3.788575962875327e-06,1.04128268049895e-05,0.005599997282395746,0.0002874078705785647,8.020001616418836e-06,8.023427351838835e-06,3.988222470998826e-06,0.012146030933544393,6.402102503754504e-06,0.0004970951518203226,2.0460872229746065e-05,0.00950797358149421,4.269081769772239e-06,6.0003578327943845e-06,8.500006036862596e-06
7,7e-08,0.0017671133969597798,11.410133716716139,5.4124214182046216e-05,6.907492523471765e-06,0.0055998541088662515,6.1093305661555926e-06,7.058559763324613e-06,8.456227604557527e-06,9.509349264986888e-06,0.04381134154487756,0.007670634465639132,0.005597466713523507,0.0055997266983769545,0.007139567335087662,0.00010118134856559756,3.916440473892151e-06,1.6165692139991163e-05,0.0055999990326373985,0.00036644254899210647,7.760015534099721e-06,8.025140769183992e-06,-7.257067793974548e-06,0.007139567335087662,-1.3193592004783204e-06,0.0006215696400940502,2.333479758454803e-05,0.003991470484211187,5.293975969110162e-06,6.0002831632445104e-06,8.86504308782585e-06
8,8e-08,0.0013793488478051543,8.48493015376968,5.1857088999427506e-05,5.579500616909549e-06,0.005599248058355595,6.07933952054398e-06,7.041619744392529e-06,8.508664932050713e-06,9.50844593926076e-06,-0.08056272466870021,0.010545697674136578,0.0056006417029935964,0.00560120478366391,0.002016259952201328,0.000145344348801096,4.328266140737418e-06,1.0260947086054098e-05,0.005599999885968498,0.0006126927876205591,7.4415151444473474e-06,8.008865939058511e-06,-2.412609519798025e-07,0.002016259952201328,2.209019117263715e-06,0.0004202320842932778,1.9065133512334222e-05,0.005224628198170069,5.234103351171288e-06,6.0001296203601735e-06,8.420287487824874e-06
9,9e-08,0.0021749501351592537,13.633125742197226,5.780455731287593e-05,5.2529268718876176e-06,0.005600354150960347,6.0923321066923566e-06,7.099528191922334e-06,8.477913957877557e-06,9.440562523694732e-06,0.020280888402097998,-0.0010193590288945116,0.00559961373600722,0.005602865328676299,0.0025729792572668202,6.216805913598252e-05,3.751159897184432e-06,1.80741431650337e-05,0.005599998976505504,0.000649495892124173,8.10500882854678e-06,8.010990498938025e-06,1.0695495809001205e-06,0.0025729792572668202,3.7812789117672043e-06,0.0004282116426842201,1.954844675476948e-05,0.0033262202995993128,4.322987140348785e-06,6.000160962602727e-06,8.340004905417233e-06
